Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Bahamas, The",BHS,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,31405.96356,31588.835,31827.2427,32217.87159,..
"Bahamas, The",BHS,"""International tourism, number of arrivals""",ST.INT.ARVL,1502000,1500000,1442000,1633000,..
"Bahamas, The",BHS,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
"Bahamas, The",BHS,"""Population density (people per sq. km of land area)""",EN.POP.DNST,37.38321678,37.75534466,38.13796204,38.52547453,..
"Bahamas, The",BHS,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
"Bahamas, The",BHS,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,44584,43710,43159,42787,..
"Bahamas, The",BHS,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,45191,44549,44165,43927,..
"Bahamas, The",BHS,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,133877,136086,138026,139765,..
"Bahamas, The",BHS,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,125516,127601,129461,131174,..
"Bahamas, The",BHS,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,10904,11331,11763,12222,..
"Bahamas, The",BHS,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,14134,14654,15185,15764,..
"Bahamas, The",BHS,"""Population, female""",SP.POP.TOTL.FE.IN,192595,194450,196371,198316,..
"Bahamas, The",BHS,"""Population, male""",SP.POP.TOTL.MA.IN,181611,183481,185390,187324,..
"Bahamas, The",BHS,"""Population, total""",SP.POP.TOTL,374206,377931,381761,385640,..
Bahrain,BHR,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Bahrain,BHR,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Bahrain,BHR,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,76.762,76.899,77.032,77.163,..
Bahrain,BHR,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,7.6,7.4,7.3,7.1,..
Bahrain,BHR,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,99,99,99,99,..
Bahrain,BHR,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,22688.96379,22619.11667,23715.48275,24050.75751,..
Bahrain,BHR,"""International tourism, number of arrivals""",ST.INT.ARVL,9670000,10158000,11374000,12045000,..
Bahrain,BHR,"""International tourism, number of departures""",ST.INT.DPRT,4741000,..,3136000,2868000,..
Bahrain,BHR,"""Population density (people per sq. km of land area)""",EN.POP.DNST,1763.304558,1832.636175,1920.403524,2017.2737,..
Bahrain,BHR,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Bahrain,BHR,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,139131,141735,144606,147405,..
Bahrain,BHR,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,146896,149286,152057,154722,..
Bahrain,BHR,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,370740,381258,392975,405424,..
Bahrain,BHR,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,683197,720083,768974,823820,..
Bahrain,BHR,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,16662,17568,18817,20433,..
Bahrain,BHR,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,15225,15861,16645,17635,..
Bahrain,BHR,"""Population, female""",SP.POP.TOTL.FE.IN,525096,538854,554226,570464,..
Bahrain,BHR,"""Population, male""",SP.POP.TOTL.MA.IN,846755,886937,939848,998975,..
Bahrain,BHR,"""Population, total""",SP.POP.TOTL,1371851,1425791,1494074,1569439,..
Bangladesh,BGD,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,24.3,..,..,..
Bangladesh,BGD,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,8.6,..,..,..
Bangladesh,BGD,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,71.514,71.785,72.052,72.32,..
Bangladesh,BGD,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,36.1,33.9,31.9,30.2,..
Bangladesh,BGD,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,97,97,97,97,..
Bangladesh,BGD,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,1248.453398,1401.620628,1563.994082,1698.262802,..
Bangladesh,BGD,"""International tourism, number of arrivals""",ST.INT.ARVL,643000,830000,1026000,..,..
Bangladesh,BGD,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Bangladesh,BGD,"""Population density (people per sq. km of land area)""",EN.POP.DNST,1200.401598,1213.573327,1226.631274,1239.579312,..
Bangladesh,BGD,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,22133332,22861685,23614938,24393966,..
Bangladesh,BGD,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,22393137,22226910,22048600,21870125,..
Bangladesh,BGD,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,23355677,23194568,23017797,22835231,..
Bangladesh,BGD,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,50714949,51692705,52695785,53700490,..
Bangladesh,BGD,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,51818196,52743883,53686213,54626817,..
Bangladesh,BGD,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,4043278,4107261,4157550,4204605,..
Bangladesh,BGD,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,3931040,4005513,4064649,4118771,..
Bangladesh,BGD,"""Population, female""",SP.POP.TOTL.FE.IN,77039125,77925128,78809034,79689386,..
Bangladesh,BGD,"""Population, male""",SP.POP.TOTL.MA.IN,79217151,80045712,80861559,81666653,..
Bangladesh,BGD,"""Population, total""",SP.POP.TOTL,156256276,157970840,159670593,161356039,..
Barbados,BRB,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Barbados,BRB,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Barbados,BRB,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,78.801,78.888,78.981,79.081,..
Barbados,BRB,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,13.3,12.9,12.6,12.2,..
Barbados,BRB,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,96,92,92,85,..
Barbados,BRB,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,16561.87352,16936.90604,17431.60292,17949.28151,..
Barbados,BRB,"""International tourism, number of arrivals""",ST.INT.ARVL,592000,632000,664000,680000,..
Barbados,BRB,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Barbados,BRB,"""Population density (people per sq. km of land area)""",EN.POP.DNST,663.544186,664.6418605,665.6581395,666.6069767,..
Barbados,BRB,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Barbados,BRB,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,25537,25118,24744,24395,..
Barbados,BRB,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,26626,26186,25750,25316,..
Barbados,BRB,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,98506,98530,98481,98359,..
Barbados,BRB,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,92753,92968,93147,93276,..
Barbados,BRB,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,18168,18747,19327,19933,..
Barbados,BRB,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,23735,24247,24782,25362,..
Barbados,BRB,"""Population, female""",SP.POP.TOTL.FE.IN,147777,147895,148008,148116,..
Barbados,BRB,"""Population, male""",SP.POP.TOTL.MA.IN,137547,137901,138225,138525,..
Barbados,BRB,"""Population, total""",SP.POP.TOTL,285324,285796,286233,286641,..
Belarus,BLR,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,5.1,5.7,5.9,5.6,..
Belarus,BLR,"""Income share held by lowest 20%""",SI.DST.FRST.20,9.7,9.9,9.9,10.1,..
Belarus,BLR,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,73.62439024,73.82682927,74.12926829,74.17560976,..
Belarus,BLR,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,4,3.8,3.6,3.4,..
Belarus,BLR,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,99,98,97,97,..
Belarus,BLR,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,5949.106307,5022.626643,5761.74712,6289.938553,..
Belarus,BLR,"""International tourism, number of arrivals""",ST.INT.ARVL,4385600,10935400,11060200,11501600,..
Belarus,BLR,"""International tourism, number of departures""",ST.INT.DPRT,671000,467000,706000,836000,..
Belarus,BLR,"""Population density (people per sq. km of land area)""",EN.POP.DNST,46.75194176,46.8083514,46.79224208,46.7287999,..
Belarus,BLR,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,1945223,1964877,1984675,2004672,..
Belarus,BLR,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,749465,762375,772196,779767,..
Belarus,BLR,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,793887,806701,814749,819711,..
Belarus,BLR,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,3402465,3390323,3370404,3340578,..
Belarus,BLR,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,3184619,3172366,3156490,3135597,..
Belarus,BLR,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,437261,442897,449483,458688,..
Belarus,BLR,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,921919,926874,934942,949159,..
Belarus,BLR,"""Population, female""",SP.POP.TOTL.FE.IN,5073849,5079571,5077542,5069504,..
Belarus,BLR,"""Population, male""",SP.POP.TOTL.MA.IN,4415767,4421963,4420722,4413995,..
Belarus,BLR,"""Population, total""",SP.POP.TOTL,9489616,9501534,9498264,9483499,..
Belgium,BEL,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Belgium,BEL,"""Income share held by lowest 20%""",SI.DST.FRST.20,8.6,8.6,8.7,..,..
Belgium,BEL,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,80.99268293,81.43902439,81.49268293,81.59512195,..
Belgium,BEL,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,4,3.9,3.8,3.7,..
Belgium,BEL,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,96,96,96,96,..
Belgium,BEL,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,40991.80814,42012.0999,44219.562,47518.63604,..
Belgium,BEL,"""International tourism, number of arrivals""",ST.INT.ARVL,8355000,7481000,8385000,9119000,..
Belgium,BEL,"""International tourism, number of departures""",ST.INT.DPRT,10835000,13372000,12142000,13098000,..
Belgium,BEL,"""Population density (people per sq. km of land area)""",EN.POP.DNST,372.3314399,374.2213342,375.6657199,377.2149273,..
Belgium,BEL,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,3019611,3040206,3060889,3081719,..
Belgium,BEL,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,937059,941232,944299,948251,..
Belgium,BEL,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,980023,986978,993610,1001744,..
Belgium,BEL,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,3630451,3631492,3626878,3626497,..
Belgium,BEL,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,3681262,3689841,3696349,3708621,..
Belgium,BEL,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,880597,900658,919058,938426,..
Belgium,BEL,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,1164803,1181221,1194964,1209716,..
Belgium,BEL,"""Population, female""",SP.POP.TOTL.FE.IN,5732314,5753945,5766141,5784464,..
Belgium,BEL,"""Population, male""",SP.POP.TOTL.MA.IN,5541882,5577477,5609017,5648792,..
Belgium,BEL,"""Population, total""",SP.POP.TOTL,11274196,11331422,11375158,11433256,..
Belize,BLZ,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Belize,BLZ,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Belize,BLZ,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,74.034,74.219,74.365,74.496,..
Belize,BLZ,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,15.3,14.5,13.8,13,..
Belize,BLZ,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,96,95,90,97,..
Belize,BLZ,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,4775.915077,4818.404394,4887.55982,4884.742421,..
Belize,BLZ,"""International tourism, number of arrivals""",ST.INT.ARVL,341000,386000,427000,489000,..
Belize,BLZ,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Belize,BLZ,"""Population density (people per sq. km of land area)""",EN.POP.DNST,15.82345463,16.15081105,16.47387111,16.79399386,..
Belize,BLZ,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Belize,BLZ,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,57178,57296,57258,57156,..
Belize,BLZ,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,58693,58837,58866,58838,..
Belize,BLZ,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,115947,119329,122802,126275,..
Belize,BLZ,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,113177,116321,119493,122661,..
Belize,BLZ,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,8268,8594,8934,9299,..
Belize,BLZ,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,7670,8023,8416,8842,..
Belize,BLZ,"""Population, female""",SP.POP.TOTL.FE.IN,180795,184648,188476,192273,..
Belize,BLZ,"""Population, male""",SP.POP.TOTL.MA.IN,180138,183752,187293,190798,..
Belize,BLZ,"""Population, total""",SP.POP.TOTL,360933,368400,375769,383071,..
Benin,BEN,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,40.1,..,..,..,..
Benin,BEN,"""Income share held by lowest 20%""",SI.DST.FRST.20,3.2,..,..,..,..
Benin,BEN,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,60.608,60.885,61.174,61.47,..
Benin,BEN,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,99.9,97.6,95.5,93,..
Benin,BEN,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,67,68,70,71,..
Benin,BEN,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,784.2784072,789.0849152,829.4788028,901.5438712,..
Benin,BEN,"""International tourism, number of arrivals""",ST.INT.ARVL,255000,267000,281000,295000,..
Benin,BEN,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Benin,BEN,"""Population density (people per sq. km of land area)""",EN.POP.DNST,93.79169918,96.41776339,99.10610145,101.8539198,..
Benin,BEN,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Benin,BEN,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,2242863,2296357,2349453,2402129,..
Benin,BEN,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,2308715,2364081,2418855,2473011,..
Benin,BEN,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,2863000,2950018,3041237,3136293,..
Benin,BEN,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,2820008,2909840,3003148,3099940,..
Benin,BEN,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,141404,146646,152300,158294,..
Benin,BEN,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,199962,205125,210211,215381,..
Benin,BEN,"""Population, female""",SP.POP.TOTL.FE.IN,5305825,5451500,5600901,5753803,..
Benin,BEN,"""Population, male""",SP.POP.TOTL.MA.IN,5270127,5420567,5574303,5731245,..
Benin,BEN,"""Population, total""",SP.POP.TOTL,10575952,10872067,11175204,11485048,..
Bermuda,BMU,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Bermuda,BMU,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Bermuda,BMU,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,81.01219512,81.22707317,81.44195122,81.65170732,..
Bermuda,BMU,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,..,..,..,..,..
Bermuda,BMU,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,..,..,..,..,..
Bermuda,BMU,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,..,..,..,..,..
Bermuda,BMU,"""International tourism, number of arrivals""",ST.INT.ARVL,220000,244000,270000,282000,..
Bermuda,BMU,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Bermuda,BMU,"""Population density (people per sq. km of land area)""",EN.POP.DNST,1208.129608,1195.462942,1182.851831,1184.592572,..
Bermuda,BMU,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Bermuda,BMU,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,..,..,..,..,..
Bermuda,BMU,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,..,..,..,..,..
Bermuda,BMU,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,..,..,..,..,..
Bermuda,BMU,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,..,..,..,..,..
Bermuda,BMU,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,..,..,..,..,..
Bermuda,BMU,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,..,..,..,..,..
Bermuda,BMU,"""Population, female""",SP.POP.TOTL.FE.IN,..,..,..,..,..
Bermuda,BMU,"""Population, male""",SP.POP.TOTL.MA.IN,..,..,..,..,..
Bermuda,BMU,"""Population, total""",SP.POP.TOTL,65239,64555,63874,63973,..
Bhutan,BTN,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,8.2,..,..
Bhutan,BTN,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,6.7,..,..
Bhutan,BTN,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,70.419,70.781,71.129,71.46,..
Bhutan,BTN,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,33.3,32,30.8,29.7,..
Bhutan,BTN,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,97,97,97,97,..
Bhutan,BTN,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,2752.664208,2930.562988,3286.574704,3243.231125,..
Bhutan,BTN,"""International tourism, number of arrivals""",ST.INT.ARVL,155000,210000,255000,274000,..
Bhutan,BTN,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Bhutan,BTN,"""Population density (people per sq. km of land area)""",EN.POP.DNST,19.09583675,19.31388997,19.54614144,19.77752777,..
Bhutan,BTN,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Bhutan,BTN,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,98138,97012,96252,95707,..
Bhutan,BTN,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,101144,100004,99232,98713,..
Bhutan,BTN,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,226889,231097,234919,238479,..
Bhutan,BTN,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,259899,265554,270991,276207,..
Bhutan,BTN,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,22971,23654,24279,24889,..
Bhutan,BTN,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,18836,19388,19895,20399,..
Bhutan,BTN,"""Population, female""",SP.POP.TOTL.FE.IN,343863,347497,351066,354585,..
Bhutan,BTN,"""Population, male""",SP.POP.TOTL.MA.IN,384013,389212,394502,399809,..
Bhutan,BTN,"""Population, total""",SP.POP.TOTL,727876,736709,745568,754394,..
Bolivia,BOL,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,38.6,39.5,36.4,34.6,..
Bolivia,BOL,"""Income share held by lowest 20%""",SI.DST.FRST.20,3.9,3.9,4.1,4.6,..
Bolivia,BOL,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,70.277,70.626,70.945,71.239,..
Bolivia,BOL,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,30.8,29.3,28,26.8,..
Bolivia,BOL,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,95,94,83,89,..
Bolivia,BOL,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,3035.972215,3076.658949,3351.124053,3548.59014,..
Bolivia,BOL,"""International tourism, number of arrivals""",ST.INT.ARVL,882000,961000,1109000,1142000,..
Bolivia,BOL,"""International tourism, number of departures""",ST.INT.DPRT,965000,940000,997000,1060000,..
